Type Water Body,State Name,Min Temperature,Min Dissolved Oxygen,Min pH,Min Conductivity,Min BOD,Min_Nitrate_Nitrite,Min Fecal Coliform,Min Total Coliform,Year,Toilet_Access,Open_Defecation,Rainfall
LAKE,RAJASTHAN,20,4.1,6.7,560,1,1.2,4,7,2017,34.9,65.0,63.092227605732575
LAKE,RAJASTHAN,15,2.3,8.6,3000,5,1.84,11,150,2017,34.9,65.0,63.092227605732575
LAKE,TAMIL NADU,17,4.3,6.3,97,2.4,0.18,21,26,2017,48.3,51.7,76.32760509307658
LAKE,TAMIL NADU,12,2.2,6.8,396,3.6,1,460,1300,2017,48.3,51.7,76.32760509307658
LAKE,TAMIL NADU,18,5.5,6.7,298,0.9,1,68,390,2017,48.3,51.7,76.32760509307658
LAKE,TAMIL NADU,28,5.4,7.5,446,1.4,1,110,430,2017,48.3,51.7,76.32760509307658
LAKE,TAMIL NADU,30,3,6.9,342,2,0.01,2,460,2017,48.3,51.7,76.32760509307658
LAKE,TAMIL NADU,27,3.3,6.1,268,3,0.01,2,230,2017,48.3,51.7,76.32760509307658
LAKE,TAMIL NADU,31,5.3,6.5,485,2,0.03,78,330,2017,48.3,51.7,76.32760509307658
LAKE,TAMIL NADU,30,1.7,6.4,1059,1.3,0,2,45,2017,48.3,51.7,76.32760509307658
LAKE,TELANGANA,22,0.1,7.4,952,9,0,58,300,2017,70.86417359187443,29.16088027085257,110.9793956393394
LAKE,TELANGANA,25,0.1,7.4,940,18,0,60,250,2017,70.86417359187443,29.16088027085257,110.9793956393394
LAKE,TELANGANA,20,3.8,7.9,277,1,0,10,186,2017,70.86417359187443,29.16088027085257,110.9793956393394
LAKE,TELANGANA,22,1.9,7.6,902,10,0,54,250,2017,70.86417359187443,29.16088027085257,110.9793956393394
LAKE,TELANGANA,25,0.1,7.4,1343,8,0,30,280,2017,70.86417359187443,29.16088027085257,110.9793956393394
LAKE,TELANGANA,25,0.1,7.1,1068,20,0,30,180,2017,70.86417359187443,29.16088027085257,110.9793956393394
LAKE,TELANGANA,7,5.2,7.6,220,1,0,15,150,2017,70.86417359187443,29.16088027085257,110.9793956393394
LAKE,TELANGANA,22,2.9,7.6,251,1,0,15,14,2017,70.86417359187443,29.16088027085257,110.9793956393394
LAKE,TELANGANA,24,1.5,7.1,576,3,0,35,270,2017,70.86417359187443,29.16088027085257,110.9793956393394
LAKE,TELANGANA,24,0.1,7.1,939,10,0,48,321,2017,70.86417359187443,29.16088027085257,110.9793956393394
LAKE,TELANGANA,24,0.1,7.3,1043,10,0,45,100,2017,70.86417359187443,29.16088027085257,110.9793956393394
LAKE,TELANGANA,20,0.1,7.4,813,12,0,20,200,2017,70.86417359187443,29.16088027085257,110.9793956393394
LAKE,TELANGANA,22,0.1,7.1,880,10,0,38,310,2017,70.86417359187443,29.16088027085257,110.9793956393394
POND,TELANGANA,22,0.1,7.3,928,13,0,72,200,2017,70.86417359187443,29.16088027085257,110.9793956393394
POND,TELANGANA,25,0.1,7.2,8950,107,0,30,200,2017,70.86417359187443,29.16088027085257,110.9793956393394
POND,TELANGANA,25,5.1,7.8,358,2,0,62,352,2017,70.86417359187443,29.16088027085257,110.9793956393394
POND,TELANGANA,20,0.1,4.9,6080,86,27.16,8,125,2017,70.86417359187443,29.16088027085257,110.9793956393394
POND,TELANGANA,20,1,7.1,822,5,0,32,250,2017,70.86417359187443,29.16088027085257,110.9793956393394
POND,TELANGANA,22,0.1,7.4,1078,15,0,60,270,2017,70.86417359187443,29.16088027085257,110.9793956393394
POND,TELANGANA,20,0.1,7.4,662,12,0,36,280,2017,70.86417359187443,29.16088027085257,110.9793956393394
POND,TELANGANA,22,0.1,7.4,830,9,0,40,396,2017,70.86417359187443,29.16088027085257,110.9793956393394
POND,TELANGANA,25,0.1,6.9,812,7,0,80,400,2017,70.86417359187443,29.16088027085257,110.9793956393394
POND,TELANGANA,25,0.1,7.3,827,8,0,88,250,2017,70.86417359187443,29.16088027085257,110.9793956393394
TANK,TELANGANA,23,5.4,7.6,224,2,0,76,426,2017,70.86417359187443,29.16088027085257,110.9793956393394
TANK,TELANGANA,20,6.1,7.4,365,3,4.6,4,50,2017,70.86417359187443,29.16088027085257,110.9793956393394
TANK,TELANGANA,21,4.9,7.2,1163,8,13.5,8,10,2017,70.86417359187443,29.16088027085257,110.9793956393394
TANK,TELANGANA,20,5.6,6.7,1437,6,9,5,69,2017,70.86417359187443,29.16088027085257,110.9793956393394
TANK,TELANGANA,20,0.1,5.7,2223,17,0,41,112,2017,70.86417359187443,29.16088027085257,110.9793956393394
TANK,TELANGANA,21,6.2,7.1,3650,8,0,4,75,2017,70.86417359187443,29.16088027085257,110.9793956393394
TANK,TELANGANA,23,0.1,7.3,1175,18,0,62,300,2017,70.86417359187443,29.16088027085257,110.9793956393394
TANK,TELANGANA,22,4,7.5,310,3,0,70,195,2017,70.86417359187443,29.16088027085257,110.9793956393394
TANK,TELANGANA,25,3.7,7.5,870,12,0,39,360,2017,70.86417359187443,29.16088027085257,110.9793956393394
TANK,TELANGANA,19,0.1,7.2,728,4,10,5,56,2017,70.86417359187443,29.16088027085257,110.9793956393394
LAKE,TRIPURA,25,7.2,7.4,103,1,0.52,170,280,2017,86.0,14.0,155.55388118739583
LAKE,TRIPURA,25,6.9,6.7,123,1.1,0.29,170,280,2017,86.0,14.0,155.55388118739583
LAKE,TRIPURA,25,6.8,7.1,72,0.5,0.45,120,210,2017,86.0,14.0,155.55388118739583
POND,TRIPURA,24,4.1,8.1,89,0.2,0.19,170,280,2017,86.0,14.0,155.55388118739583
POND,TRIPURA,25,5.1,7.6,94,0.4,0.3,170,280,2017,86.0,14.0,155.55388118739583
POND,TRIPURA,24.5,7.7,8.4,94,0.6,0.31,170,280,2017,86.0,14.0,155.55388118739583
POND,TRIPURA,24.5,7.1,8.1,92,0.5,0.11,170,350,2017,86.0,14.0,155.55388118739583
POND,TRIPURA,24.5,7.3,7,97,0.5,0.1,170,280,2017,86.0,14.0,155.55388118739583
LAKE,UTTARAKHAND,8,6.8,7.4,450,1,0.13,130,300,2017,65.80000000000001,34.2,114.14155149450642
LAKE,UTTARAKHAND,9,7.2,7.4,180,1.2,0.13,130,300,2017,65.80000000000001,34.2,114.14155149450642
LAKE,WEST BENGAL,23,5,5.8,240,2.4,0.43,400,800,2017,58.9,41.2,138.34469900773405
LAKE,WEST BENGAL,21,5.5,6.8,36,2.4,0.33,1300,3300,2017,58.9,41.2,138.34469900773405
LAKE,WEST BENGAL,10,7.1,7,15,0.8,0.31,110,400,2017,58.9,41.2,138.34469900773405
LAKE,WEST BENGAL,4,7.6,6.1,10,0.5,0.37,90,170,2017,58.9,41.2,138.34469900773405
LAKE,WEST BENGAL,20,6.4,7.4,161,1.1,0.06,700,1400,2017,58.9,41.2,138.34469900773405
LAKE,WEST BENGAL,18,2.4,7.1,384,0.6,0.07,1700,3300,2017,58.9,41.2,138.34469900773405
LAKE,ANDHRA PRADESH,28,5.2,7.1,8670,1.6,1.3,2,1100,2018,49.6,50.4,80.77838740840768
LAKE,ANDHRA PRADESH,26,5.5,7.1,817,1.2,1.2,15,350,2018,49.6,50.4,80.77838740840768
LAKE,ASSAM,15,0.5,5.6,30,3.2,0.2,2,2,2018,65.0,35.1,201.04888299368935
LAKE,ASSAM,20,5.1,6.8,52,0.8,0.1,2,2,2018,65.0,35.1,201.04888299368935
POND,ASSAM,20,1.6,6.7,461,3.8,0.7,300,360,2018,65.0,35.1,201.04888299368935
POND,ASSAM,15,3,5.7,105,2.1,0.1,2,360,2018,65.0,35.1,201.04888299368935
POND,ASSAM,18,4.3,6.3,20,1.3,0.1,2,300,2018,65.0,35.1,201.04888299368935
POND,ASSAM,22,4.8,6.3,21,0.9,0.1,2,300,2018,65.0,35.1,201.04888299368935
POND,ASSAM,19,5.3,6.5,44,1.4,0.3,2,360,2018,65.0,35.1,201.04888299368935
POND,ASSAM,20,6.8,7.1,218,3.4,0.1,2,2,2018,65.0,35.1,201.04888299368935
POND,ASSAM,20,7,6.3,64,3,0.2,2,2,2018,65.0,35.1,201.04888299368935
POND,ASSAM,20,6.5,6.7,17,3.2,0.1,2,2,2018,65.0,35.1,201.04888299368935
POND,ASSAM,22,3.8,6.3,18,4.6,0.1,2,2,2018,65.0,35.1,201.04888299368935
POND,ASSAM,22,1.8,6,51,1.8,0.2,2,2,2018,65.0,35.1,201.04888299368935
POND,ASSAM,23,4.6,7.7,145,3.2,0.3,2,2,2018,65.0,35.1,201.04888299368935
POND,ASSAM,22,4.5,6.3,282,2.8,0.2,2,2,2018,65.0,35.1,201.04888299368935
POND,ASSAM,24,3.8,6.1,125,2.6,0.1,2,2,2018,65.0,35.1,201.04888299368935
POND,ASSAM,20,4.7,6.8,195,3.9,0.1,2,2,2018,65.0,35.1,201.04888299368935
POND,ASSAM,20,4.6,5.8,18,1.4,0.2,2,2,2018,65.0,35.1,201.04888299368935
POND,ASSAM,22,0,6.9,50,1.5,0.2,2,300,2018,65.0,35.1,201.04888299368935
POND,ASSAM,22,4.8,6.5,10,1.1,0.1,2,2,2018,65.0,35.1,201.04888299368935
POND,ASSAM,23,2,6.6,43,1.3,0.1,2,730,2018,65.0,35.1,201.04888299368935
POND,ASSAM,22,4.8,6.8,53,1.2,0.1,2,360,2018,65.0,35.1,201.04888299368935
POND,ASSAM,20,3.1,6.8,94,2.3,0.4,2,2,2018,65.0,35.1,201.04888299368935
POND,ASSAM,18,4,6.2,18,1.2,0.1,2,360,2018,65.0,35.1,201.04888299368935
POND,ASSAM,21,5.5,6.5,23,1.8,0.3,2,360,2018,65.0,35.1,201.04888299368935
POND,ASSAM,21,5.5,6,29,1,0.1,2,2,2018,65.0,35.1,201.04888299368935
POND,ASSAM,19,4.9,6.3,50,1.6,0.6,2,360,2018,65.0,35.1,201.04888299368935
POND,ASSAM,21,4,6.7,104,2.6,0.7,2,2,2018,65.0,35.1,201.04888299368935
POND,ASSAM,23,3.2,6.8,302,2.8,0.2,360,730,2018,65.0,35.1,201.04888299368935
TANK,ASSAM,21,5,6.1,10,0.9,0.1,2,300,2018,65.0,35.1,201.04888299368935
LAKE,CHANDIGARH,16,4.8,7.3,198,1,0,2,2,2018,87.69999999999999,12.4,93.977511675
LAKE,CHHATTISGARH,18,6,7,320,3,0,26,2,2018,24.7,75.4,109.70690853628008
POND,CHHATTISGARH,12,0.7,7.2,320,3,0,26,2,2018,24.7,75.4,109.70690853628008
LAKE,NCT OF DELHI,31,16.4,8.7,1162,17,0,170,280,2018,89.6,10.5,123.86521378936825
LAKE,NCT OF DELHI,22,0,8.1,7110,36,3.3,49,13000,2018,89.6,10.5,123.86521378936825
LAKE,NCT OF DELHI,22,7.4,7.4,801,11,1.1,400,1100,2018,89.6,10.5,123.86521378936825
LAKE,GOA,27,6,6.8,35,0.6,BDL,2,BDL,2018,79.7,20.3,256.42437126887506
LAKE,GOA,27,5.7,6.1,29,0,BDL,450,780,2018,79.7,20.3,256.42437126887506
LAKE,GOA,25,4.9,7,46,0.3,0,7,13,2018,79.7,20.3,256.42437126887506
LAKE,GOA,24.6,1.9,6.6,84,0.3,BDL,200,450,2018,79.7,20.3,256.42437126887506
LAKE,GOA,26,3.2,6.7,144,0,0,200,400,2018,79.7,20.3,256.42437126887506
LAKE,GOA,27.6,4.8,6,80,0.8,0,200,450,2018,79.7,20.3,256.42437126887506
LAKE,GOA,27,4,6,80,0.8,0,450,780,2018,79.7,20.3,256.42437126887506
LAKE,GUJARAT,22,3.7,8.3,292,13,0.2,21,210,2018,57.4,42.7,90.42157862604014
LAKE,GUJARAT,18,3.3,7.9,442,8,0,21,210,2018,57.4,42.7,90.42157862604014
LAKE,GUJARAT,25,7,7.4,276,0.3,0.4,2,4,2018,57.4,42.7,90.42157862604014
LAKE,GUJARAT,27,2.7,7.3,1401,0.2,0.6,12,47,2018,57.4,42.7,90.42157862604014
LAKE,GUJARAT,26,BDL,7.5,2305,5,0,5,31,2018,57.4,42.7,90.42157862604014
LAKE,GUJARAT,21,3.8,7.2,2164,2.1,0.1,4,24,2018,57.4,42.7,90.42157862604014
LAKE,GUJARAT,21,4.6,7,340,4.5,0.2,2,2,2018,57.4,42.7,90.42157862604014
LAKE,GUJARAT,22,0,6.7,303,2.6,0,2,BDL,2018,57.4,42.7,90.42157862604014
LAKE,GUJARAT,26,5.3,7.3,347,1.1,0,2,12,2018,57.4,42.7,90.42157862604014
LAKE,GUJARAT,28,5.9,7.3,10,0.3,0,11,33,2018,57.4,42.7,90.42157862604014
LAKE,GUJARAT,27,6.8,7.2,4,0.5,0,3,20,2018,57.4,42.7,90.42157862604014
LAKE,GUJARAT,24,4.5,7.2,1090,2,0,2,8,2018,57.4,42.7,90.42157862604014
LAKE,GUJARAT,25,3.3,7.4,466,0.3,0.1,2,2,2018,57.4,42.7,90.42157862604014
LAKE,GUJARAT,23,3.1,7.4,432,0.6,0.4,4,21,2018,57.4,42.7,90.42157862604014
LAKE,GUJARAT,24,2.1,7,672,1.2,0,6,14,2018,57.4,42.7,90.42157862604014
LAKE,GUJARAT,27,BDL,8.4,3137,20,0.2,13,58,2018,57.4,42.7,90.42157862604014
LAKE,GUJARAT,26,1.7,8.9,2259,12,0.2,2,2,2018,57.4,42.7,90.42157862604014
LAKE,GUJARAT,29,2.1,7.7,222,0.4,0,12,49,2018,57.4,42.7,90.42157862604014
POND,GUJARAT,27,6,7.1,405,1.1,0.1,9,84,2018,57.4,42.7,90.42157862604014
POND,GUJARAT,22,6.1,7.3,331,1.1,0,2,23,2018,57.4,42.7,90.42157862604014
TANK,GUJARAT,27,2.4,BDL,341,5,0,4,17,2018,57.4,42.7,90.42157862604014
LAKE,HARYANA,22,6.3,7.1,205,6,0,26,2,2018,68.6,31.4,60.14914662266175
LAKE,HIMACHAL PRADESH,10,8.1,7.4,144,0.2,0.1,26,280,2018,69.1,30.9,91.06631499593747
LAKE,HIMACHAL PRADESH,7.7,6.9,7,154,0.1,0.1,2,63,2018,69.1,30.9,91.06631499593747
LAKE,HIMACHAL PRADESH,10,5.5,7.7,402,0.6,0,21,40,2018,69.1,30.9,91.06631499593747
LAKE,HIMACHAL PRADESH,11,6,7.8,165,0.7,0,58,920,2018,69.1,30.9,91.06631499593747
LAKE,HIMACHAL PRADESH,7.6,5.8,6.7,50,1.8,0.5,4,110,2018,69.1,30.9,91.06631499593747
LAKE,JAMMU & KASHMIR,8.4,3.4,7.5,173,1.5,0,26,2,2018,51.2,48.8,88.19377632735228
LAKE,JAMMU & KASHMIR,12,7.5,7.6,204,1,0.2,26,2,2018,51.2,48.8,88.19377632735228
LAKE,JAMMU & KASHMIR,12,4.9,7.5,228,1.3,0.2,26,2,2018,51.2,48.8,88.19377632735228
LAKE,JAMMU & KASHMIR,13,4.5,7.8,210,3.6,0.8,26,2,2018,51.2,48.8,88.19377632735228
LAKE,JAMMU & KASHMIR,13,4.1,7.8,204,3.4,0.7,26,2,2018,51.2,48.8,88.19377632735228
LAKE,JAMMU & KASHMIR,5.8,2,7.4,155,1.7,0,26,2,2018,51.2,48.8,88.19377632735228
LAKE,JAMMU & KASHMIR,4.3,6.1,7.6,232,2,0,26,2,2018,51.2,48.8,88.19377632735228
LAKE,JAMMU & KASHMIR,9,4,7.7,170,1.9,0,26,2,2018,51.2,48.8,88.19377632735228
LAKE,JAMMU & KASHMIR,4.2,2,7.3,227,1,0,26,2,2018,51.2,48.8,88.19377632735228
LAKE,JAMMU & KASHMIR,5,5,7.4,149,1.5,0,26,2,2018,51.2,48.8,88.19377632735228
LAKE,JAMMU & KASHMIR,6.4,4,7.4,236,4.5,0,26,2,2018,51.2,48.8,88.19377632735228
LAKE,JAMMU & KASHMIR,6.3,3,7.5,236,2.5,0,26,2,2018,51.2,48.8,88.19377632735228
LAKE,JAMMU & KASHMIR,4.6,4,7.4,236,2.4,0,26,2,2018,51.2,48.8,88.19377632735228
LAKE,JAMMU & KASHMIR,4.4,5,7.5,203,1.4,0,26,2,2018,51.2,48.8,88.19377632735228
LAKE,JAMMU & KASHMIR,4.6,3.9,7.7,156,1.9,0,26,2,2018,51.2,48.8,88.19377632735228
LAKE,JAMMU & KASHMIR,4.8,5.4,7.6,228,2,0,26,2,2018,51.2,48.8,88.19377632735228
LAKE,JAMMU & KASHMIR,6.5,6.5,7.5,116,0.8,0,26,2,2018,51.2,48.8,88.19377632735228
LAKE,JAMMU & KASHMIR,7,6,7.5,134,0.7,0,26,2,2018,51.2,48.8,88.19377632735228
LAKE,JAMMU & KASHMIR,6.5,4.9,7.2,155,1.3,0,26,2,2018,51.2,48.8,88.19377632735228
LAKE,JAMMU & KASHMIR,6,4.6,7.3,180,3,0,26,2,2018,51.2,48.8,88.19377632735228
LAKE,JAMMU & KASHMIR,6,2.6,7.5,257,2,0,26,2,2018,51.2,48.8,88.19377632735228
LAKE,JAMMU & KASHMIR,10.5,0.6,7.2,317,14,0,26,2,2018,51.2,48.8,88.19377632735228
LAKE,JAMMU & KASHMIR,3.9,0.5,7.1,317,12,0,26,2,2018,51.2,48.8,88.19377632735228
LAKE,JAMMU & KASHMIR,8,4.8,7.3,311,2,0,26,2,2018,51.2,48.8,88.19377632735228
LAKE,JAMMU & KASHMIR,8,3.5,7.3,375,2,0,26,2,2018,51.2,48.8,88.19377632735228
LAKE,JAMMU & KASHMIR,8,2.4,7.2,372,3,0,26,2,2018,51.2,48.8,88.19377632735228
LAKE,JAMMU & KASHMIR,8.2,2.5,7.2,358,3,0,26,2,2018,51.2,48.8,88.19377632735228
LAKE,JAMMU & KASHMIR,8.2,2,7.3,358,3,0,26,2,2018,51.2,48.8,88.19377632735228
LAKE,JHARKHAND,24,7.4,7.2,320,0.7,0,26,2,2018,22.1,78.0,78.49253247751737
LAKE,JHARKHAND,8.5,7.5,7.4,158,0.3,0.6,26,2,2018,22.1,78.0,78.49253247751737
LAKE,JHARKHAND,16,6.5,6.7,320,1.4,0,26,2,2018,22.1,78.0,78.49253247751737
POND,JHARKHAND,13,6.5,6.7,314,2.4,0,26,2,2018,22.1,78.0,78.49253247751737
LAKE,KARNATAKA,24.6,4.1,6.8,302,2,0.5,110,920,2018,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,24,0.5,6.7,120,2.4,0.1,380,1700,2018,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,24,5.5,6.9,421,3,0.5,33,130,2018,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,24,5,6.5,265,3,0.2,490,3500,2018,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,27,5,7,320,3,0.5,110,920,2018,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,23,1.6,6.8,1072,4,0.9,460,5400,2018,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,26,2.8,6.5,657,4,0.7,330,5400,2018,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,26,1.3,6.5,525,2,0.5,330,3500,2018,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,25.2,2.2,6.3,479,3,0.9,430,5400,2018,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,26,1.5,6.5,66,3.6,0.7,460,3200,2018,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,28,4,6.6,632,4,0.8,400,3480,2018,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,22,1.2,7.2,1522,8,1,330,3500,2018,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,22,1.8,6.6,220,3,0.2,170,1090,2018,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,20,2.8,6.8,315,2,0.4,8,5400,2018,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,23,2,7.1,207,4,0.4,490,3480,2018,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,22,5.6,6.2,122,3,0.1,330,3500,2018,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,23,0.4,6.6,1912,19,2,400,3500,2018,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,23,1.5,6.7,1529,4,1.2,330,3500,2018,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,23,0.8,6.5,55,4,0.4,31,540,2018,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,23,0.5,6.5,128,2,0.1,340,5400,2018,51.2,48.8,114.7101609431186
TANK,KARNATAKA,20,6.6,6.8,229,2,0,30,122,2018,51.2,48.8,114.7101609431186
TANK,KARNATAKA,20,6.7,6.9,240,3,0,26,112,2018,51.2,48.8,114.7101609431186
TANK,KARNATAKA,28,6.2,6.9,120,1,0.1,2,2,2018,51.2,48.8,114.7101609431186
TANK,KARNATAKA,25.3,1.5,6.9,496,5,0.8,400,3500,2018,51.2,48.8,114.7101609431186
TANK,KARNATAKA,24.6,5.6,7,373,3,0.2,110,1090,2018,51.2,48.8,114.7101609431186
TANK,KARNATAKA,26,4.3,6.9,426,3,0.4,330,1600,2018,51.2,48.8,114.7101609431186
TANK,KARNATAKA,21,4.6,6.5,126,3,0.1,480,3500,2018,51.2,48.8,114.7101609431186
TANK,KARNATAKA,22,0.8,6.5,156,2,0.1,330,5400,2018,51.2,48.8,114.7101609431186
TANK,KARNATAKA,22,0.5,6.5,525,6,0.4,210,350,2018,51.2,48.8,114.7101609431186
TANK,KARNATAKA,25,0,7.2,2120,24,1.8,310,3500,2018,51.2,48.8,114.7101609431186
TANK,KARNATAKA,24,4.2,6.7,420,3,0.5,480,3500,2018,51.2,48.8,114.7101609431186
TANK,KARNATAKA,22,0.5,6.6,496,3,0.4,220,1200,2018,51.2,48.8,114.7101609431186
TANK,KARNATAKA,26,4,6.5,531,3,0.3,330,2210,2018,51.2,48.8,114.7101609431186
TANK,KARNATAKA,28,4,6.6,630,3,0.8,270,2400,2018,51.2,48.8,114.7101609431186
TANK,KARNATAKA,24,4,6.5,32,4,0.5,460,5400,2018,51.2,48.8,114.7101609431186
TANK,KARNATAKA,23.2,4.6,6.5,7,3,0,330,2210,2018,51.2,48.8,114.7101609431186
TANK,KARNATAKA,22.3,0,6.5,285,4,0.2,210,1100,2018,51.2,48.8,114.7101609431186
TANK,KARNATAKA,23,4.6,6.1,350,2,0.3,170,2400,2018,51.2,48.8,114.7101609431186
TANK,KARNATAKA,24,0.6,6.5,150,3,0.1,330,1720,2018,51.2,48.8,114.7101609431186
TANK,KARNATAKA,22,0.5,6.7,355,3,0.8,310,9200,2018,51.2,48.8,114.7101609431186
TANK,KARNATAKA,23,5,6.6,229,3,0.1,330,3480,2018,51.2,48.8,114.7101609431186
TANK,KARNATAKA,24,3.8,6.6,805,3,0.3,460,5420,2018,51.2,48.8,114.7101609431186
TANK,KARNATAKA,25,3,7.3,760,3,0.2,240,2400,2018,51.2,48.8,114.7101609431186
TANK,KARNATAKA,25,4.9,7.8,670,3,0.2,170,1700,2018,51.2,48.8,114.7101609431186
TANK,KARNATAKA,25,4.6,7.7,510,2,0.1,68,700,2018,51.2,48.8,114.7101609431186
TANK,KARNATAKA,25,4.5,7.3,320,2,0.1,78,940,2018,51.2,48.8,114.7101609431186
TANK,KARNATAKA,25,4.6,7.7,500,2,0.1,93,940,2018,51.2,48.8,114.7101609431186
TANK,KARNATAKA,25,4.8,7.4,410,2,0.1,140,1400,2018,51.2,48.8,114.7101609431186
TANK,KARNATAKA,25,4.2,7.2,580,2,0.1,110,1200,2018,51.2,48.8,114.7101609431186
TANK,KARNATAKA,25,5.5,7.2,360,2,0.1,78,1100,2018,51.2,48.8,114.7101609431186
TANK,KARNATAKA,24,4.6,7.3,350,2,0.1,93,1300,2018,51.2,48.8,114.7101609431186
TANK,KARNATAKA,25,4,7.1,310,2,0.1,94,1600,2018,51.2,48.8,114.7101609431186
TANK,KARNATAKA,25,5.1,7.5,190,2,0.1,140,1300,2018,51.2,48.8,114.7101609431186
TANK,KARNATAKA,25,5.2,6.8,210,2,0.1,92,940,2018,51.2,48.8,114.7101609431186
TANK,KARNATAKA,25,4.6,7,290,2,0.1,61,940,2018,51.2,48.8,114.7101609431186
TANK,KARNATAKA,25,5.4,7.4,430,2,0.1,93,1300,2018,51.2,48.8,114.7101609431186
TANK,KARNATAKA,28,5.1,7.6,6,0.5,0.9,220,1600,2018,51.2,48.8,114.7101609431186
TANK,KARNATAKA,25,4.2,7,676,12.3,0.9,350,900,2018,51.2,48.8,114.7101609431186
TANK,KARNATAKA,24,6.9,7.6,918,3.3,0.5,80,550,2018,51.2,48.8,114.7101609431186
TANK,KARNATAKA,23,6.1,7.8,806,4.7,1,130,550,2018,51.2,48.8,114.7101609431186
TANK,KARNATAKA,23,7.2,7.8,466,2.4,0.3,50,110,2018,51.2,48.8,114.7101609431186
TANK,KARNATAKA,23,6.6,7.5,630,3.5,0.5,70,275,2018,51.2,48.8,114.7101609431186
TANK,KARNATAKA,23,6.8,7.8,521,3.2,0.4,130,900,2018,51.2,48.8,114.7101609431186
TANK,KARNATAKA,23,6.2,7.5,686,4.8,1.2,225,1600,2018,51.2,48.8,114.7101609431186
TANK,KARNATAKA,23,6.5,7.7,1214,4.2,0.9,170,900,2018,51.2,48.8,114.7101609431186
TANK,KARNATAKA,25,6.5,7.2,110,2.4,0,70,300,2018,51.2,48.8,114.7101609431186
TANK,KARNATAKA,25,6.8,7.1,102,2.4,0,110,500,2018,51.2,48.8,114.7101609431186
TANK,KARNATAKA,26,6.9,7.1,120,2.4,0,240,900,2018,51.2,48.8,114.7101609431186
TANK,KARNATAKA,26,5.9,7.3,170,2.5,0,50,500,2018,51.2,48.8,114.7101609431186
LAKE,KERALA,21,6,6.8,100,1.1,0.4,40,120,2018,95.2,4.8,204.51389967533927
LAKE,KERALA,21,5.4,6.8,16730,1.2,0.9,110,210,2018,95.2,4.8,204.51389967533927
LAKE,KERALA,22,5.9,6.7,14052,1.2,0.9,79,160,2018,95.2,4.8,204.51389967533927
LAKE,KERALA,26,4,1.6,1177,1.3,0.3,100,200,2018,95.2,4.8,204.51389967533927
LAKE,KERALA,24,6.7,7.2,40,0.2,0,0,0,2018,95.2,4.8,204.51389967533927
LAKE,KERALA,26,4.6,6.4,61,0.6,0.2,200,540,2018,95.2,4.8,204.51389967533927
LAKE,KERALA,27,2.9,6.9,589,0.5,0,0,40,2018,95.2,4.8,204.51389967533927
LAKE,KERALA,26,4.5,6.9,142,1,0,20,100,2018,95.2,4.8,204.51389967533927
LAKE,KERALA,24,5.2,6.1,24,0,0,0,10,2018,95.2,4.8,204.51389967533927
LAKE,KERALA,27,5.9,7,132,1,0,20,100,2018,95.2,4.8,204.51389967533927
LAKE,KERALA,24,7.1,6.6,44,0.1,0,40,140,2018,95.2,4.8,204.51389967533927
LAKE,KERALA,24,7,6.8,96,0.4,0.1,0,100,2018,95.2,4.8,204.51389967533927
LAKE,KERALA,25,5.8,6.3,27,0.5,0.1,79,200,2018,95.2,4.8,204.51389967533927
LAKE,KERALA,26,5.7,6.5,22,0.3,0,20,49,2018,95.2,4.8,204.51389967533927
POND,KERALA,27,3.3,6.5,67,0,0,2,2,2018,95.2,4.8,204.51389967533927
POND,LAKSHADWEEP,28.5,0,6.4,370,3,0,26,2,2018,97.8,2.2,0.0
LAKE,MADHYA PRADESH,19,6.4,7.6,3,1.1,1.4,2,110,2018,28.8,71.2,100.88792696471856
LAKE,MADHYA PRADESH,17,6,6.6,348,3,2.9,110,1600,2018,28.8,71.2,100.88792696471856
LAKE,MADHYA PRADESH,16,7.8,7.5,211,1.4,0,2,120,2018,28.8,71.2,100.88792696471856
LAKE,MADHYA PRADESH,17.5,6.8,7.4,146,0.7,0.3,2,BDL,2018,28.8,71.2,100.88792696471856
LAKE,MADHYA PRADESH,18,6.7,7.3,249,1.2,0.3,2,BDL,2018,28.8,71.2,100.88792696471856
LAKE,MADHYA PRADESH,12,5.1,7.6,292,1.5,1,2,13,2018,28.8,71.2,100.88792696471856
