Type Water Body,State Name,Min Temperature,Min Dissolved Oxygen,Min pH,Min Conductivity,Min BOD,Min_Nitrate_Nitrite,Min Fecal Coliform,Min Total Coliform,Year,Toilet_Access,Open_Defecation,Rainfall,Risk_Level
TANK,MIZORAM,18,6.4,7.2,146,0.5,0.02,130.0,300,2017,92.0,8.1,142.21441254978126,LOW
LAKE,NAGALAND,22.4,4.1,6.5,111,2.8,0,130.0,300,2017,76.5,23.5,117.5489728609356,MEDIUM
LAKE,NAGALAND,21.2,3.5,6.4,80,2.2,0,130.0,300,2017,76.5,23.5,117.5489728609356,MEDIUM
LAKE,ODISHA,22,5.3,7.2,7086,0.9,0.13,2.0,2,2017,22.0,78.0,114.51607696648888,MEDIUM
LAKE,ODISHA,22,5.8,7.3,112,0.6,0.21,490.0,1100,2017,22.0,78.0,114.51607696648888,MEDIUM
LAKE,ODISHA,10,6,7.6,12770,0.9,0.13,2.0,2,2017,22.0,78.0,114.51607696648888,MEDIUM
LAKE,ODISHA,11,3,7.5,479,4.3,0.69,2.0,78,2017,22.0,78.0,114.51607696648888,HIGH
LAKE,ODISHA,22,4.8,7.2,94,1.0,0.2,78.0,1100,2017,22.0,78.0,114.51607696648888,MEDIUM
LAKE,ODISHA,22,5.1,7.2,113,0.8,0,390.0,1300,2017,22.0,78.0,114.51607696648888,MEDIUM
LAKE,ODISHA,23,5.1,7.2,125,1.1,0.18,490.0,2400,2017,22.0,78.0,114.51607696648888,MEDIUM
POND,ODISHA,23,1.7,7.5,395,1.5,0.27,1700.0,2800,2017,22.0,78.0,114.51607696648888,HIGH
POND,ODISHA,22,5.9,7.7,520,3.3,0.7,20.0,110,2017,22.0,78.0,114.51607696648888,HIGH
POND,ODISHA,21,1.7,7.2,412,2.7,1.45,8.0,23,2017,22.0,78.0,114.51607696648888,MEDIUM
POND,ODISHA,20,5.8,7.2,369,3.2,0.16,45.0,130,2017,22.0,78.0,114.51607696648888,HIGH
POND,ODISHA,20,5.7,6.7,104,1.3,0.4,2.0,230,2017,22.0,78.0,114.51607696648888,MEDIUM
POND,ODISHA,19,2.7,7.3,391,2.9,0.86,2.0,20,2017,22.0,78.0,114.51607696648888,MEDIUM
LAKE,PUDUCHERRY,29,6.4,8,307,0.0,0.01,2.0,21,2017,68.5,31.6,123.94935149080624,LOW
LAKE,PUDUCHERRY,29,5.6,8,568,0.0,0.01,2.0,26,2017,68.5,31.6,123.94935149080624,LOW
LAKE,PUNJAB,12,6.2,7.2,244,1.3,0.13,170.0,210,2017,79.3,20.7,58.00004207424697,LOW
LAKE,PUNJAB,11,6,7,232,1.3,0.16,110.0,220,2017,79.3,20.7,58.00004207424697,LOW
LAKE,PUNJAB,11,5.2,7,148,0.0,0.2,43.0,70,2017,79.3,20.7,58.00004207424697,LOW
LAKE,RAJASTHAN,8,5.4,7.6,350,0.4,1.6,4.0,20,2017,34.9,65.0,63.092227605732575,MEDIUM
LAKE,RAJASTHAN,9,5.1,7.8,450,1.5,1.34,9.0,20,2017,34.9,65.0,63.092227605732575,MEDIUM
LAKE,RAJASTHAN,19,4.4,7.2,320,1.0,1.2,4.0,11,2017,34.9,65.0,63.092227605732575,MEDIUM
LAKE,RAJASTHAN,8,6.4,7.8,490,1.2,1.5,7.0,11,2017,34.9,65.0,63.092227605732575,MEDIUM
LAKE,RAJASTHAN,15,4,7,270,0.9,0.84,4.0,7,2017,34.9,65.0,63.092227605732575,MEDIUM
LAKE,RAJASTHAN,9,4.5,7,160,1.0,0,3.0,7,2017,34.9,65.0,63.092227605732575,MEDIUM
LAKE,RAJASTHAN,18,4.5,6.9,310,1.2,1.14,4.0,11,2017,34.9,65.0,63.092227605732575,MEDIUM
LAKE,RAJASTHAN,18,6.9,8.5,320,1.0,1.84,4.0,20,2017,34.9,65.0,63.092227605732575,MEDIUM
LAKE,RAJASTHAN,16,5.8,7.2,190,0.9,0,3.0,4,2017,34.9,65.0,63.092227605732575,MEDIUM
LAKE,RAJASTHAN,20.2,4.7,7.8,420,1.0,0.54,4.0,11,2017,34.9,65.0,63.092227605732575,MEDIUM
LAKE,RAJASTHAN,20.2,4.6,7.9,410,0.9,0.42,7.0,11,2017,34.9,65.0,63.092227605732575,MEDIUM
LAKE,RAJASTHAN,7,4.6,7.4,580,1.7,0.98,4.0,23,2017,34.9,65.0,63.092227605732575,MEDIUM
LAKE,RAJASTHAN,7,7.5,7.7,440,1.2,1.1,7.0,20,2017,34.9,65.0,63.092227605732575,MEDIUM
LAKE,RAJASTHAN,7,7.1,7.8,430,1.5,1.14,7.0,11,2017,34.9,65.0,63.092227605732575,MEDIUM
LAKE,RAJASTHAN,20,4.1,6.7,560,1.0,1.2,4.0,7,2017,34.9,65.0,63.092227605732575,MEDIUM
LAKE,RAJASTHAN,15,2.3,8.6,3000,5.0,1.84,11.0,150,2017,34.9,65.0,63.092227605732575,MEDIUM
LAKE,TAMIL NADU,17,4.3,6.3,97,2.4,0.18,21.0,26,2017,48.3,51.7,76.32760509307658,MEDIUM
LAKE,TAMIL NADU,12,2.2,6.8,396,3.6,1,460.0,1300,2017,48.3,51.7,76.32760509307658,HIGH
LAKE,TAMIL NADU,18,5.5,6.7,298,0.9,1,68.0,390,2017,48.3,51.7,76.32760509307658,MEDIUM
LAKE,TAMIL NADU,28,5.4,7.5,446,1.4,1,110.0,430,2017,48.3,51.7,76.32760509307658,MEDIUM
LAKE,TAMIL NADU,30,3,6.9,342,2.0,0.01,2.0,460,2017,48.3,51.7,76.32760509307658,MEDIUM
LAKE,TAMIL NADU,27,3.3,6.1,268,3.0,0.01,2.0,230,2017,48.3,51.7,76.32760509307658,MEDIUM
LAKE,TAMIL NADU,31,5.3,6.5,485,2.0,0.03,78.0,330,2017,48.3,51.7,76.32760509307658,MEDIUM
LAKE,TAMIL NADU,30,1.7,6.4,1059,1.3,0,2.0,45,2017,48.3,51.7,76.32760509307658,MEDIUM
LAKE,TELANGANA,22,0.1,7.4,952,9.0,0,58.0,300,2017,70.86417359187443,29.16088027085257,110.9793956393394,MEDIUM
LAKE,TELANGANA,25,0.1,7.4,940,18.0,0,60.0,250,2017,70.86417359187443,29.16088027085257,110.9793956393394,MEDIUM
LAKE,TELANGANA,20,3.8,7.9,277,1.0,0,10.0,186,2017,70.86417359187443,29.16088027085257,110.9793956393394,LOW
LAKE,TELANGANA,22,1.9,7.6,902,10.0,0,54.0,250,2017,70.86417359187443,29.16088027085257,110.9793956393394,MEDIUM
LAKE,TELANGANA,25,0.1,7.4,1343,8.0,0,30.0,280,2017,70.86417359187443,29.16088027085257,110.9793956393394,MEDIUM
LAKE,TELANGANA,25,0.1,7.1,1068,20.0,0,30.0,180,2017,70.86417359187443,29.16088027085257,110.9793956393394,MEDIUM
LAKE,TELANGANA,7,5.2,7.6,220,1.0,0,15.0,150,2017,70.86417359187443,29.16088027085257,110.9793956393394,LOW
LAKE,TELANGANA,22,2.9,7.6,251,1.0,0,15.0,14,2017,70.86417359187443,29.16088027085257,110.9793956393394,LOW
LAKE,TELANGANA,24,1.5,7.1,576,3.0,0,35.0,270,2017,70.86417359187443,29.16088027085257,110.9793956393394,LOW
LAKE,TELANGANA,24,0.1,7.1,939,10.0,0,48.0,321,2017,70.86417359187443,29.16088027085257,110.9793956393394,MEDIUM
LAKE,TELANGANA,24,0.1,7.3,1043,10.0,0,45.0,100,2017,70.86417359187443,29.16088027085257,110.9793956393394,MEDIUM
LAKE,TELANGANA,20,0.1,7.4,813,12.0,0,20.0,200,2017,70.86417359187443,29.16088027085257,110.9793956393394,MEDIUM
LAKE,TELANGANA,22,0.1,7.1,880,10.0,0,38.0,310,2017,70.86417359187443,29.16088027085257,110.9793956393394,MEDIUM
POND,TELANGANA,22,0.1,7.3,928,13.0,0,72.0,200,2017,70.86417359187443,29.16088027085257,110.9793956393394,MEDIUM
POND,TELANGANA,25,0.1,7.2,8950,107.0,0,30.0,200,2017,70.86417359187443,29.16088027085257,110.9793956393394,MEDIUM
POND,TELANGANA,25,5.1,7.8,358,2.0,0,62.0,352,2017,70.86417359187443,29.16088027085257,110.9793956393394,LOW
POND,TELANGANA,20,0.1,4.9,6080,86.0,27.16,8.0,125,2017,70.86417359187443,29.16088027085257,110.9793956393394,MEDIUM
POND,TELANGANA,20,1,7.1,822,5.0,0,32.0,250,2017,70.86417359187443,29.16088027085257,110.9793956393394,MEDIUM
POND,TELANGANA,22,0.1,7.4,1078,15.0,0,60.0,270,2017,70.86417359187443,29.16088027085257,110.9793956393394,MEDIUM
POND,TELANGANA,20,0.1,7.4,662,12.0,0,36.0,280,2017,70.86417359187443,29.16088027085257,110.9793956393394,MEDIUM
POND,TELANGANA,22,0.1,7.4,830,9.0,0,40.0,396,2017,70.86417359187443,29.16088027085257,110.9793956393394,MEDIUM
POND,TELANGANA,25,0.1,6.9,812,7.0,0,80.0,400,2017,70.86417359187443,29.16088027085257,110.9793956393394,MEDIUM
POND,TELANGANA,25,0.1,7.3,827,8.0,0,88.0,250,2017,70.86417359187443,29.16088027085257,110.9793956393394,MEDIUM
TANK,TELANGANA,23,5.4,7.6,224,2.0,0,76.0,426,2017,70.86417359187443,29.16088027085257,110.9793956393394,LOW
TANK,TELANGANA,20,6.1,7.4,365,3.0,4.6,4.0,50,2017,70.86417359187443,29.16088027085257,110.9793956393394,LOW
TANK,TELANGANA,21,4.9,7.2,1163,8.0,13.5,8.0,10,2017,70.86417359187443,29.16088027085257,110.9793956393394,MEDIUM
TANK,TELANGANA,20,5.6,6.7,1437,6.0,9,5.0,69,2017,70.86417359187443,29.16088027085257,110.9793956393394,MEDIUM
TANK,TELANGANA,20,0.1,5.7,2223,17.0,0,41.0,112,2017,70.86417359187443,29.16088027085257,110.9793956393394,MEDIUM
TANK,TELANGANA,21,6.2,7.1,3650,8.0,0,4.0,75,2017,70.86417359187443,29.16088027085257,110.9793956393394,MEDIUM
TANK,TELANGANA,23,0.1,7.3,1175,18.0,0,62.0,300,2017,70.86417359187443,29.16088027085257,110.9793956393394,MEDIUM
TANK,TELANGANA,22,4,7.5,310,3.0,0,70.0,195,2017,70.86417359187443,29.16088027085257,110.9793956393394,LOW
TANK,TELANGANA,25,3.7,7.5,870,12.0,0,39.0,360,2017,70.86417359187443,29.16088027085257,110.9793956393394,MEDIUM
TANK,TELANGANA,19,0.1,7.2,728,4.0,10,5.0,56,2017,70.86417359187443,29.16088027085257,110.9793956393394,MEDIUM
LAKE,TRIPURA,25,7.2,7.4,103,1.0,0.52,170.0,280,2017,86.0,14.0,155.55388118739583,LOW
LAKE,TRIPURA,25,6.9,6.7,123,1.1,0.29,170.0,280,2017,86.0,14.0,155.55388118739583,LOW
LAKE,TRIPURA,25,6.8,7.1,72,0.5,0.45,120.0,210,2017,86.0,14.0,155.55388118739583,LOW
POND,TRIPURA,24,4.1,8.1,89,0.2,0.19,170.0,280,2017,86.0,14.0,155.55388118739583,LOW
POND,TRIPURA,25,5.1,7.6,94,0.4,0.3,170.0,280,2017,86.0,14.0,155.55388118739583,LOW
POND,TRIPURA,24.5,7.7,8.4,94,0.6,0.31,170.0,280,2017,86.0,14.0,155.55388118739583,LOW
POND,TRIPURA,24.5,7.1,8.1,92,0.5,0.11,170.0,350,2017,86.0,14.0,155.55388118739583,LOW
POND,TRIPURA,24.5,7.3,7,97,0.5,0.1,170.0,280,2017,86.0,14.0,155.55388118739583,LOW
LAKE,UTTARAKHAND,8,6.8,7.4,450,1.0,0.13,130.0,300,2017,65.80000000000001,34.2,114.14155149450642,MEDIUM
LAKE,UTTARAKHAND,9,7.2,7.4,180,1.2,0.13,130.0,300,2017,65.80000000000001,34.2,114.14155149450642,MEDIUM
LAKE,WEST BENGAL,23,5,5.8,240,2.4,0.43,400.0,800,2017,58.9,41.2,138.34469900773405,MEDIUM
LAKE,WEST BENGAL,21,5.5,6.8,36,2.4,0.33,1300.0,3300,2017,58.9,41.2,138.34469900773405,HIGH
LAKE,WEST BENGAL,10,7.1,7,15,0.8,0.31,110.0,400,2017,58.9,41.2,138.34469900773405,MEDIUM
LAKE,WEST BENGAL,4,7.6,6.1,10,0.5,0.37,90.0,170,2017,58.9,41.2,138.34469900773405,MEDIUM
LAKE,WEST BENGAL,20,6.4,7.4,161,1.1,0.06,700.0,1400,2017,58.9,41.2,138.34469900773405,MEDIUM
LAKE,WEST BENGAL,18,2.4,7.1,384,0.6,0.07,1700.0,3300,2017,58.9,41.2,138.34469900773405,MEDIUM
LAKE,ANDHRA PRADESH,28,5.2,7.1,8670,1.6,1.3,2.0,1100,2018,49.6,50.4,80.77838740840768,MEDIUM
LAKE,ANDHRA PRADESH,26,5.5,7.1,817,1.2,1.2,15.0,350,2018,49.6,50.4,80.77838740840768,MEDIUM
LAKE,ASSAM,15,0.5,5.6,30,3.2,0.2,2.0,2,2018,65.0,35.1,201.04888299368932,MEDIUM
LAKE,ASSAM,20,5.1,6.8,52,0.8,0.1,2.0,2,2018,65.0,35.1,201.04888299368932,MEDIUM
POND,ASSAM,20,1.6,6.7,461,3.8,0.7,300.0,360,2018,65.0,35.1,201.04888299368932,HIGH
POND,ASSAM,15,3,5.7,105,2.1,0.1,2.0,360,2018,65.0,35.1,201.04888299368932,MEDIUM
POND,ASSAM,18,4.3,6.3,20,1.3,0.1,2.0,300,2018,65.0,35.1,201.04888299368932,MEDIUM
POND,ASSAM,22,4.8,6.3,21,0.9,0.1,2.0,300,2018,65.0,35.1,201.04888299368932,MEDIUM
POND,ASSAM,19,5.3,6.5,44,1.4,0.3,2.0,360,2018,65.0,35.1,201.04888299368932,MEDIUM
POND,ASSAM,20,6.8,7.1,218,3.4,0.1,2.0,2,2018,65.0,35.1,201.04888299368932,MEDIUM
POND,ASSAM,20,7,6.3,64,3.0,0.2,2.0,2,2018,65.0,35.1,201.04888299368932,MEDIUM
POND,ASSAM,20,6.5,6.7,17,3.2,0.1,2.0,2,2018,65.0,35.1,201.04888299368932,MEDIUM
POND,ASSAM,22,3.8,6.3,18,4.6,0.1,2.0,2,2018,65.0,35.1,201.04888299368932,MEDIUM
POND,ASSAM,22,1.8,6,51,1.8,0.2,2.0,2,2018,65.0,35.1,201.04888299368932,MEDIUM
POND,ASSAM,23,4.6,7.7,145,3.2,0.3,2.0,2,2018,65.0,35.1,201.04888299368932,MEDIUM
POND,ASSAM,22,4.5,6.3,282,2.8,0.2,2.0,2,2018,65.0,35.1,201.04888299368932,MEDIUM
POND,ASSAM,24,3.8,6.1,125,2.6,0.1,2.0,2,2018,65.0,35.1,201.04888299368932,MEDIUM
POND,ASSAM,20,4.7,6.8,195,3.9,0.1,2.0,2,2018,65.0,35.1,201.04888299368932,MEDIUM
POND,ASSAM,20,4.6,5.8,18,1.4,0.2,2.0,2,2018,65.0,35.1,201.04888299368932,MEDIUM
POND,ASSAM,22,0,6.9,50,1.5,0.2,2.0,300,2018,65.0,35.1,201.04888299368932,MEDIUM
POND,ASSAM,22,4.8,6.5,10,1.1,0.1,2.0,2,2018,65.0,35.1,201.04888299368932,MEDIUM
POND,ASSAM,23,2,6.6,43,1.3,0.1,2.0,730,2018,65.0,35.1,201.04888299368932,MEDIUM
POND,ASSAM,22,4.8,6.8,53,1.2,0.1,2.0,360,2018,65.0,35.1,201.04888299368932,MEDIUM
POND,ASSAM,20,3.1,6.8,94,2.3,0.4,2.0,2,2018,65.0,35.1,201.04888299368932,MEDIUM
POND,ASSAM,18,4,6.2,18,1.2,0.1,2.0,360,2018,65.0,35.1,201.04888299368932,MEDIUM
POND,ASSAM,21,5.5,6.5,23,1.8,0.3,2.0,360,2018,65.0,35.1,201.04888299368932,MEDIUM
POND,ASSAM,21,5.5,6,29,1.0,0.1,2.0,2,2018,65.0,35.1,201.04888299368932,MEDIUM
POND,ASSAM,19,4.9,6.3,50,1.6,0.6,2.0,360,2018,65.0,35.1,201.04888299368932,MEDIUM
POND,ASSAM,21,4,6.7,104,2.6,0.7,2.0,2,2018,65.0,35.1,201.04888299368932,MEDIUM
POND,ASSAM,23,3.2,6.8,302,2.8,0.2,360.0,730,2018,65.0,35.1,201.04888299368932,MEDIUM
TANK,ASSAM,21,5,6.1,10,0.9,0.1,2.0,300,2018,65.0,35.1,201.04888299368932,MEDIUM
LAKE,CHANDIGARH,16,4.8,7.3,198,1.0,0,2.0,2,2018,87.69999999999999,12.4,93.977511675,LOW
LAKE,CHHATTISGARH,18,6,7,320,3.0,0,26.0,2,2018,24.7,75.4,109.70690853628008,MEDIUM
POND,CHHATTISGARH,12,0.7,7.2,320,3.0,0,26.0,2,2018,24.7,75.4,109.70690853628008,MEDIUM
LAKE,NCT OF DELHI,31,16.4,8.7,1162,17.0,0,170.0,280,2018,89.6,10.5,123.86521378936824,MEDIUM
LAKE,NCT OF DELHI,22,0,8.1,7110,36.0,3.3,49.0,13000,2018,89.6,10.5,123.86521378936824,LOW
LAKE,NCT OF DELHI,22,7.4,7.4,801,11.0,1.1,400.0,1100,2018,89.6,10.5,123.86521378936824,MEDIUM
LAKE,GOA,27,6,6.8,35,0.6,BDL,2.0,BDL,2018,79.7,20.3,256.42437126887506,LOW
LAKE,GOA,27,5.7,6.1,29,0.0,BDL,450.0,780,2018,79.7,20.3,256.42437126887506,MEDIUM
LAKE,GOA,25,4.9,7,46,0.3,0,7.0,13,2018,79.7,20.3,256.42437126887506,LOW
LAKE,GOA,24.6,1.9,6.6,84,0.3,BDL,200.0,450,2018,79.7,20.3,256.42437126887506,MEDIUM
LAKE,GOA,26,3.2,6.7,144,0.0,0,200.0,400,2018,79.7,20.3,256.42437126887506,MEDIUM
LAKE,GOA,27.6,4.8,6,80,0.8,0,200.0,450,2018,79.7,20.3,256.42437126887506,MEDIUM
LAKE,GOA,27,4,6,80,0.8,0,450.0,780,2018,79.7,20.3,256.42437126887506,MEDIUM
LAKE,GUJARAT,22,3.7,8.3,292,13.0,0.2,21.0,210,2018,57.4,42.7,90.42157862604014,MEDIUM
LAKE,GUJARAT,18,3.3,7.9,442,8.0,0,21.0,210,2018,57.4,42.7,90.42157862604014,MEDIUM
LAKE,GUJARAT,25,7,7.4,276,0.3,0.4,2.0,4,2018,57.4,42.7,90.42157862604014,LOW
LAKE,GUJARAT,27,2.7,7.3,1401,0.2,0.6,12.0,47,2018,57.4,42.7,90.42157862604014,LOW
LAKE,GUJARAT,26,BDL,7.5,2305,5.0,0,5.0,31,2018,57.4,42.7,90.42157862604014,MEDIUM
LAKE,GUJARAT,21,3.8,7.2,2164,2.1,0.1,4.0,24,2018,57.4,42.7,90.42157862604014,MEDIUM
LAKE,GUJARAT,21,4.6,7,340,4.5,0.2,2.0,2,2018,57.4,42.7,90.42157862604014,MEDIUM
LAKE,GUJARAT,22,0,6.7,303,2.6,0,2.0,BDL,2018,57.4,42.7,90.42157862604014,MEDIUM
LAKE,GUJARAT,26,5.3,7.3,347,1.1,0,2.0,12,2018,57.4,42.7,90.42157862604014,LOW
LAKE,GUJARAT,28,5.9,7.3,10,0.3,0,11.0,33,2018,57.4,42.7,90.42157862604014,LOW
LAKE,GUJARAT,27,6.8,7.2,4,0.5,0,3.0,20,2018,57.4,42.7,90.42157862604014,LOW
LAKE,GUJARAT,24,4.5,7.2,1090,2.0,0,2.0,8,2018,57.4,42.7,90.42157862604014,LOW
LAKE,GUJARAT,25,3.3,7.4,466,0.3,0.1,2.0,2,2018,57.4,42.7,90.42157862604014,LOW
LAKE,GUJARAT,23,3.1,7.4,432,0.6,0.4,4.0,21,2018,57.4,42.7,90.42157862604014,LOW
LAKE,GUJARAT,24,2.1,7,672,1.2,0,6.0,14,2018,57.4,42.7,90.42157862604014,LOW
LAKE,GUJARAT,27,BDL,8.4,3137,20.0,0.2,13.0,58,2018,57.4,42.7,90.42157862604014,MEDIUM
LAKE,GUJARAT,26,1.7,8.9,2259,12.0,0.2,2.0,2,2018,57.4,42.7,90.42157862604014,MEDIUM
LAKE,GUJARAT,29,2.1,7.7,222,0.4,0,12.0,49,2018,57.4,42.7,90.42157862604014,LOW
POND,GUJARAT,27,6,7.1,405,1.1,0.1,9.0,84,2018,57.4,42.7,90.42157862604014,LOW
POND,GUJARAT,22,6.1,7.3,331,1.1,0,2.0,23,2018,57.4,42.7,90.42157862604014,LOW
TANK,GUJARAT,27,2.4,BDL,341,5.0,0,4.0,17,2018,57.4,42.7,90.42157862604014,MEDIUM
LAKE,HARYANA,22,6.3,7.1,205,6.0,0,26.0,2,2018,68.6,31.4,60.14914662266175,MEDIUM
LAKE,HIMACHAL PRADESH,10,8.1,7.4,144,0.2,0.1,26.0,280,2018,69.1,30.9,91.06631499593747,LOW
LAKE,HIMACHAL PRADESH,7.7,6.9,7,154,0.1,0.1,2.0,63,2018,69.1,30.9,91.06631499593747,LOW
LAKE,HIMACHAL PRADESH,10,5.5,7.7,402,0.6,0,21.0,40,2018,69.1,30.9,91.06631499593747,LOW
LAKE,HIMACHAL PRADESH,11,6,7.8,165,0.7,0,58.0,920,2018,69.1,30.9,91.06631499593747,LOW
LAKE,HIMACHAL PRADESH,7.6,5.8,6.7,50,1.8,0.5,4.0,110,2018,69.1,30.9,91.06631499593747,LOW
LAKE,JAMMU & KASHMIR,8.4,3.4,7.5,173,1.5,0,26.0,2,2018,51.2,48.8,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,12,7.5,7.6,204,1.0,0.2,26.0,2,2018,51.2,48.8,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,12,4.9,7.5,228,1.3,0.2,26.0,2,2018,51.2,48.8,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,13,4.5,7.8,210,3.6,0.8,26.0,2,2018,51.2,48.8,88.19377632735228,MEDIUM
LAKE,JAMMU & KASHMIR,13,4.1,7.8,204,3.4,0.7,26.0,2,2018,51.2,48.8,88.19377632735228,MEDIUM
LAKE,JAMMU & KASHMIR,5.8,2,7.4,155,1.7,0,26.0,2,2018,51.2,48.8,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,4.3,6.1,7.6,232,2.0,0,26.0,2,2018,51.2,48.8,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,9,4,7.7,170,1.9,0,26.0,2,2018,51.2,48.8,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,4.2,2,7.3,227,1.0,0,26.0,2,2018,51.2,48.8,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,5,5,7.4,149,1.5,0,26.0,2,2018,51.2,48.8,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,6.4,4,7.4,236,4.5,0,26.0,2,2018,51.2,48.8,88.19377632735228,MEDIUM
LAKE,JAMMU & KASHMIR,6.3,3,7.5,236,2.5,0,26.0,2,2018,51.2,48.8,88.19377632735228,MEDIUM
LAKE,JAMMU & KASHMIR,4.6,4,7.4,236,2.4,0,26.0,2,2018,51.2,48.8,88.19377632735228,MEDIUM
LAKE,JAMMU & KASHMIR,4.4,5,7.5,203,1.4,0,26.0,2,2018,51.2,48.8,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,4.6,3.9,7.7,156,1.9,0,26.0,2,2018,51.2,48.8,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,4.8,5.4,7.6,228,2.0,0,26.0,2,2018,51.2,48.8,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,6.5,6.5,7.5,116,0.8,0,26.0,2,2018,51.2,48.8,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,7,6,7.5,134,0.7,0,26.0,2,2018,51.2,48.8,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,6.5,4.9,7.2,155,1.3,0,26.0,2,2018,51.2,48.8,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,6,4.6,7.3,180,3.0,0,26.0,2,2018,51.2,48.8,88.19377632735228,MEDIUM
LAKE,JAMMU & KASHMIR,6,2.6,7.5,257,2.0,0,26.0,2,2018,51.2,48.8,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,10.5,0.6,7.2,317,14.0,0,26.0,2,2018,51.2,48.8,88.19377632735228,MEDIUM
LAKE,JAMMU & KASHMIR,3.9,0.5,7.1,317,12.0,0,26.0,2,2018,51.2,48.8,88.19377632735228,MEDIUM
LAKE,JAMMU & KASHMIR,8,4.8,7.3,311,2.0,0,26.0,2,2018,51.2,48.8,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,8,3.5,7.3,375,2.0,0,26.0,2,2018,51.2,48.8,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,8,2.4,7.2,372,3.0,0,26.0,2,2018,51.2,48.8,88.19377632735228,MEDIUM
LAKE,JAMMU & KASHMIR,8.2,2.5,7.2,358,3.0,0,26.0,2,2018,51.2,48.8,88.19377632735228,MEDIUM
LAKE,JAMMU & KASHMIR,8.2,2,7.3,358,3.0,0,26.0,2,2018,51.2,48.8,88.19377632735228,MEDIUM
LAKE,JHARKHAND,24,7.4,7.2,320,0.7,0,26.0,2,2018,22.1,78.0,78.49253247751737,MEDIUM
LAKE,JHARKHAND,8.5,7.5,7.4,158,0.3,0.6,26.0,2,2018,22.1,78.0,78.49253247751737,MEDIUM
LAKE,JHARKHAND,16,6.5,6.7,320,1.4,0,26.0,2,2018,22.1,78.0,78.49253247751737,MEDIUM
POND,JHARKHAND,13,6.5,6.7,314,2.4,0,26.0,2,2018,22.1,78.0,78.49253247751737,MEDIUM
LAKE,KARNATAKA,24.6,4.1,6.8,302,2.0,0.5,110.0,920,2018,51.2,48.8,114.7101609431186,MEDIUM
LAKE,KARNATAKA,24,0.5,6.7,120,2.4,0.1,380.0,1700,2018,51.2,48.8,114.7101609431186,MEDIUM
LAKE,KARNATAKA,24,5.5,6.9,421,3.0,0.5,33.0,130,2018,51.2,48.8,114.7101609431186,MEDIUM
LAKE,KARNATAKA,24,5,6.5,265,3.0,0.2,490.0,3500,2018,51.2,48.8,114.7101609431186,MEDIUM
LAKE,KARNATAKA,27,5,7,320,3.0,0.5,110.0,920,2018,51.2,48.8,114.7101609431186,MEDIUM
LAKE,KARNATAKA,23,1.6,6.8,1072,4.0,0.9,460.0,5400,2018,51.2,48.8,114.7101609431186,HIGH
LAKE,KARNATAKA,26,2.8,6.5,657,4.0,0.7,330.0,5400,2018,51.2,48.8,114.7101609431186,HIGH
LAKE,KARNATAKA,26,1.3,6.5,525,2.0,0.5,330.0,3500,2018,51.2,48.8,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25.2,2.2,6.3,479,3.0,0.9,430.0,5400,2018,51.2,48.8,114.7101609431186,MEDIUM
LAKE,KARNATAKA,26,1.5,6.5,66,3.6,0.7,460.0,3200,2018,51.2,48.8,114.7101609431186,HIGH
LAKE,KARNATAKA,28,4,6.6,632,4.0,0.8,400.0,3480,2018,51.2,48.8,114.7101609431186,HIGH
LAKE,KARNATAKA,22,1.2,7.2,1522,8.0,1,330.0,3500,2018,51.2,48.8,114.7101609431186,HIGH
LAKE,KARNATAKA,22,1.8,6.6,220,3.0,0.2,170.0,1090,2018,51.2,48.8,114.7101609431186,MEDIUM
LAKE,KARNATAKA,20,2.8,6.8,315,2.0,0.4,8.0,5400,2018,51.2,48.8,114.7101609431186,MEDIUM
LAKE,KARNATAKA,23,2,7.1,207,4.0,0.4,490.0,3480,2018,51.2,48.8,114.7101609431186,HIGH
LAKE,KARNATAKA,22,5.6,6.2,122,3.0,0.1,330.0,3500,2018,51.2,48.8,114.7101609431186,MEDIUM
LAKE,KARNATAKA,23,0.4,6.6,1912,19.0,2,400.0,3500,2018,51.2,48.8,114.7101609431186,HIGH
LAKE,KARNATAKA,23,1.5,6.7,1529,4.0,1.2,330.0,3500,2018,51.2,48.8,114.7101609431186,HIGH
LAKE,KARNATAKA,23,0.8,6.5,55,4.0,0.4,31.0,540,2018,51.2,48.8,114.7101609431186,MEDIUM
